"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_7.183",40.9335609545297,0.918868910871142,0.286926019905773,3.20245933489371,0.00136259536735949,0.0302404111467134,"sp|Q0II91|DJC21_BOVIN",1.19e-118,"DnaJ homolog subfamily C member 21 OS=Bos taurus GN=DNAJC21 PE=2 SV=2","tr|A0A2B4SXL2|A0A2B4SXL2_STYPI",0,"DnaJ-like subfamily C member 21 OS=Stylophora pistillata GN=DNAJC21 PE=4 SV=1","ref|XP_020603256.1|",0,"dnaJ homolog subfamily C member 21-like [Orbicella faveolata]","GO:0005737; GO:0005730; GO:0003676; GO:0008270","GO:0003676; GO:0008270"
"evm.TU.chromosome_9.1590",3.70908600657285,-1.70296896696315,0.532270360361304,-3.19944354182558,0.00137693153014637,0.0302404111467134,NA,NA,NA,"tr|A0A2B4SBY4|A0A2B4SBY4_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene8438 PE=4 SV=1","ref|XP_020612752.1|",0,"uncharacterized protein LOC110051115 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_2.2006",16.1665191462619,1.081633184864,0.338216601624118,3.19804876422383,0.00138360881319935,0.0303153912137311,"sp|B2RRD7|BRPF1_MOUSE",0,"Peregrin OS=Mus musculus GN=Brpf1 PE=1 SV=1","tr|A0A2B4RB55|A0A2B4RB55_STYPI",0,"Peregrin OS=Stylophora pistillata GN=BRPF1 PE=4 SV=1","ref|XP_020606160.1|",0,"bromodomain-containing protein 1-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0070776; GO:0005634; GO:0005886; GO:0003677; GO:0046872; GO:0043966; GO:0043972; GO:0045893; GO:0006351","GO:0046872; GO:0003676"
"evm.TU.chromosome_13.2546",53.2570414837838,0.81212846826671,0.25436027497652,3.19282745051946,0.00140887106045082,0.030509119234471,"sp|A0A0R4IFG5|CFA53_DANRE",2.4e-65,"Cilia- and flagella-associated protein 53 OS=Danio rerio GN=cfap53 PE=2 SV=1","tr|A0A2B4SPU4|A0A2B4SPU4_STYPI",0,"Coiled-coil domain-containing protein 11 OS=Stylophora pistillata GN=CCDC11 PE=4 SV=1","ref|XP_020627002.1|",0,"cilia- and flagella-associated protein 53-like [Orbicella faveolata]","GO:0005930; GO:0097546; GO:0060271; GO:0003341; GO:0007368; GO:0060287","GO:0060271; GO:0003341"
"evm.TU.chromosome_13.91",11.558087708599,4.46709246030849,1.39814901828875,3.19500453948461,0.00139828641192362,0.030509119234471,"sp|O60664|PLIN3_HUMAN",5.54e-08,"Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3","tr|A0A2B4T0N2|A0A2B4T0N2_STYPI",1.19e-121,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene133 PE=4 SV=1","ref|XP_022801212.1|",2.84e-150,"FK506-binding protein 4-like [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0005768; GO:0010008; GO:0005794; GO:0005811; GO:0016020; GO:0030133; GO:0045296; GO:0016192",""
"evm.TU.chromosome_14.48",7.86086941225554,-2.41082643259526,0.754991509039422,-3.1931835043583,0.00140713494753366,0.030509119234471,NA,NA,NA,"tr|A0A2B4SXA6|A0A2B4SXA6_STYPI",6.41e-18,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1579 PE=4 SV=1","gb|PFX33500.1|",9.94e-18,"hypothetical protein AWC38_SpisGene1579 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_9.310",4.43813257370234,5.26707850021145,1.64920985571791,3.1936981712486,0.00140462892604069,0.030509119234471,"sp|Q9NBX4|RTXE_DROME",1.7e-18,"Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1","tr|A0A2B4RID0|A0A2B4RID0_STYPI",4.12e-85,"Putative RNA-directed DNA polymerase from transposon X-element OS=Stylophora pistillata GN=AWC38_SpisGene19630 PE=4 SV=1","gb|KXJ06829.1|",5.9e-107,"RNA-directed DNA polymerase from mobile element jockey [Exaiptasia pallida]","GO:0003964; GO:0006313","GO:0003677; GO:0003964"
"evm.TU.chromosome_7.1694",4.80274225827026,-1.59169168885067,0.498647094553389,-3.19202038122023,0.00141281363206652,0.0305233456788324,"sp|Q9NYR8|RDH8_HUMAN",4.45e-72,"Retinol dehydrogenase 8 OS=Homo sapiens GN=RDH8 PE=1 SV=1","tr|A0A2B4SB61|A0A2B4SB61_STYPI",3.5e-158,"Retinol dehydrogenase 8 OS=Stylophora pistillata GN=RDH8 PE=4 SV=1","ref|XP_020600698.1|",1.45e-174,"retinol dehydrogenase 8-like [Orbicella faveolata]","GO:0005737; GO:0005887; GO:0004303; GO:0052650; GO:0004745; GO:0006703; GO:0050896; GO:0006694; GO:0007601","GO:0016491"
"evm.TU.chromosome_1.1794",484.82431227075,0.585524610959025,0.183506203923108,3.1907619385139,0.00141898148488567,0.0305854709851227,"sp|Q6P6S9|ENTP5_RAT",4.79e-117,"Ectonucleoside triphosphate diphosphohydrolase 5 OS=Rattus norvegicus GN=Entpd5 PE=2 SV=1","tr|A0A1S3SPP2|A0A1S3SPP2_SALSA",1.23e-116,"ectonucleoside triphosphate diphosphohydrolase 5-like OS=Salmo salar GN=LOC106611031 PE=3 SV=1","ref|XP_020632217.1|",0,"ectonucleoside triphosphate diphosphohydrolase 5-like [Orbicella faveolata]","GO:0005783; GO:0070062; GO:0004382; GO:0017110; GO:0045134; GO:0051084; GO:0046034; GO:0008283; GO:0045821; GO:0006487; GO:0014066","GO:0016787"
"evm.TU.chromosome_6.859",9.1438642519782,1.12733633487865,0.353430824169969,3.18969444028034,0.00142423293485585,0.0306276017703954,"sp|Q6PG95|CRML_MOUSE",1.02e-58,"Protein cramped-like OS=Mus musculus GN=Cramp1 PE=1 SV=3","tr|A0A2B4T0P4|A0A2B4T0P4_STYPI",0,"Protein cramped-like OS=Stylophora pistillata GN=Cramp1l PE=4 SV=1","ref|XP_020603298.1|",0,"uncharacterized protein LOC110042266 isoform X2 [Orbicella faveolata]","GO:0005634; GO:0003682; GO:0003677",""
"evm.TU.chromosome_6.2219",57.8678086522146,0.63260521211585,0.198417764708483,3.18824885990061,0.00143137288304564,0.0307100556200785,"sp|Q32N90|MBTD1_XENLA",4.51e-109,"MBT domain-containing protein 1 OS=Xenopus laevis GN=mbtd1 PE=2 SV=1","tr|A0A2B4SN11|A0A2B4SN11_STYPI",0,"Polycomb protein Scm OS=Stylophora pistillata GN=Scm PE=4 SV=1","ref|XP_020628056.1|",0,"lethal(3)malignant brain tumor-like protein 2 [Orbicella faveolata]","GO:0005634; GO:0008270; GO:0016569; GO:0006355; GO:0006351","GO:0016021; GO:0005634; GO:0006355"
"evm.TU.chromosome_11.341",187.155620500869,0.772539079358404,0.242456925804693,3.18629412954246,0.00144108008280719,0.0307331140904082,"sp|Q6A070|TGRM1_MOUSE",9.32e-97,"TOG array regulator of axonemal microtubules protein 1 OS=Mus musculus GN=Togaram1 PE=1 SV=3","tr|A0A2B4SF10|A0A2B4SF10_STYPI",0,"Protein FAM179B OS=Stylophora pistillata GN=Fam179b PE=4 SV=1","ref|XP_022787154.1|",0,"TOG array regulator of axonemal microtubules protein 1-like [Stylophora pistillata]","GO:0036064; GO:0005929; GO:0005737; GO:0035082; GO:1905515; GO:0031116","GO:0016021; GO:0008152"
"evm.TU.chromosome_12.2645",5.59515453192305,1.66952320125402,0.524062064428499,3.18573564960225,0.00144386462096777,0.0307331140904082,"sp|Q8N187|CARTF_HUMAN",1.33e-92,"Calcium-responsive transcription factor OS=Homo sapiens GN=CARF PE=1 SV=2","tr|A0A2B4SUA0|A0A2B4SUA0_STYPI",0,"Calcium-responsive transcription factor OS=Stylophora pistillata GN=Carf PE=4 SV=1","ref|XP_020604871.1|",0,"uncharacterized protein LOC110043720 [Orbicella faveolata]","GO:0005730; GO:0005654; GO:0005634; GO:0003677; GO:0003700; GO:0000978; GO:0001077; GO:0071277; GO:0035865; GO:0061400",""
"evm.TU.chromosome_3.1029",16.1779541116254,1.17793032043892,0.369705167884727,3.18613431123635,0.00144187641863421,0.0307331140904082,"sp|Q5T890|ER6L2_HUMAN",0,"DNA excision repair protein ERCC-6-like 2 OS=Homo sapiens GN=ERCC6L2 PE=1 SV=2","tr|A0A2B4RMY7|A0A2B4RMY7_STYPI",0,"DNA excision repair protein ERCC-6-like 2 OS=Stylophora pistillata GN=ERCC6L2 PE=4 SV=1","ref|XP_020606601.1|",0,"DNA excision repair protein ERCC-6-like 2 isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0005739; GO:0005634; GO:0043234; GO:0005524; GO:0003677; GO:0004386; GO:0019901; GO:0034614; GO:0036297","GO:0005524"
"evm.TU.chromosome_3.335",19.152688108033,0.849081003277753,0.26655630869445,3.18537200427337,0.00144568039370381,0.0307331140904082,"sp|Q5ZLX5|ZRAB2_CHICK",2.95e-55,"Zinc finger Ran-binding domain-containing protein 2 OS=Gallus gallus GN=ZRANB2 PE=2 SV=1","tr|G3P4H5|G3P4H5_GASAC",9.88e-60,"Zinc finger Ran-binding domain-containing protein 2 OS=Gasterosteus aculeatus PE=3 SV=1","ref|XP_020625696.1|",2.38e-108,"zinc finger Ran-binding domain-containing protein 2-like isoform X1 [Orbicella faveolata]","GO:0005654; GO:0046872; GO:0003723","GO:0005634; GO:0046872; GO:0003723"
"evm.TU.chromosome_2.1207",31.1741820429373,-0.883865442042649,0.277595025293356,-3.18401038026024,0.00145249803630318,0.0308075496741018,"sp|Q8BW96|KCC1D_MOUSE",3.61e-164,"Calcium/calmodulin-dependent protein kinase type 1D OS=Mus musculus GN=Camk1d PE=1 SV=2","tr|A0A2B4RGG7|A0A2B4RGG7_STYPI",0,"Calcium/calmodulin-dependent protein kinase type 1D OS=Stylophora pistillata GN=Camk1d PE=4 SV=1","ref|XP_022804611.1|",0,"calcium/calmodulin-dependent protein kinase type 1-like isoform X1 [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0005524; GO:0005516; GO:0004683; GO:0006954; GO:0035556; GO:0043066; GO:0018105; GO:0018107; GO:0043065; GO:0032793; GO:0010976; GO:0090023; GO:0050766; GO:0060267; GO:0050773; GO:0071622","GO:0005524; GO:0004674"
"evm.TU.chromosome_13.3604",52.3153385707796,1.99241091622052,0.626554741045013,3.17994707517086,0.00147301952560598,0.0311716432639626,"sp|Q07113|MPRI_MOUSE",7.37e-08,"Cation-independent mannose-6-phosphate receptor OS=Mus musculus GN=Igf2r PE=1 SV=1","tr|A0A2B4SDI5|A0A2B4SDI5_STYPI",2.13e-17,"Delta-like protein 1 OS=Stylophora pistillata GN=Dll1 PE=4 SV=1","ref|XP_022788555.1|",3.07e-17,"fibropellin-1-like [Stylophora pistillata]","GO:0009986; GO:0030118; GO:0005769; GO:0030139; GO:0005768; GO:0005615; GO:0005794; GO:0016021; GO:0005770; GO:0005765; GO:0016020; GO:0005641; GO:0005634; GO:0048471; GO:0005886; GO:0005802; GO:0030140; GO:0019899; GO:0001965; GO:0004930; GO:0042802; GO:0005520; GO:0031995; GO:0005537; GO:0051219; GO:0001972; GO:0031100; GO:0001889; GO:0007041; GO:0043065; GO:0009791; GO:0032526; GO:0007283","GO:0005509"
"evm.TU.chromosome_8.2606",7.04859992974462,-2.06590344679905,0.650148461170351,-3.17758722843112,0.00148506010320876,0.0313550189972941,"sp|Q7TQA3|RDHE2_MOUSE",3.22e-107,"Epidermal retinol dehydrogenase 2 OS=Mus musculus GN=Sdr16c5 PE=2 SV=1","tr|A0A2B4SB49|A0A2B4SB49_STYPI",0,"Epidermal retinol dehydrogenase 2 OS=Stylophora pistillata GN=SDR16C5 PE=4 SV=1","ref|XP_020610593.1|",0,"epidermal retinol dehydrogenase 2-like [Orbicella faveolata]","GO:0005789; GO:0016021; GO:0005634; GO:0017053; GO:0033613; GO:0004745; GO:0008134; GO:0001191; GO:0043616; GO:0035067; GO:0000122; GO:0031065; GO:0042574; GO:0042572",""
"evm.TU.chromosome_5.1612",39.397563241048,-0.967210857272245,0.304472848166479,-3.17667359535257,0.00148974600874721,0.0313826313407292,"sp|A7SMR1|EIF3D_NEMVE",8.63e-144,"Eukaryotic translation initiation factor 3 subunit D OS=Nematostella vectensis GN=v1g235689 PE=3 SV=1","tr|A0A2B4SVS3|A0A2B4SVS3_STYPI",1.29e-175,"Eukaryotic translation initiation factor 3 subunit D OS=Stylophora pistillata GN=AWC38_SpisGene2498 PE=4 SV=1","ref|XP_020609191.1|",9.79e-177,"eukaryotic translation initiation factor 3 subunit D-like [Orbicella faveolata]","GO:0005852; GO:0003743","GO:0005852; GO:0003743"
"evm.TU.chromosome_8.1451",3.85366216200996,1.9027810802064,0.599524370211338,3.17381773744351,0.00150448132064719,0.031621338164734,"sp|Q0VGT4|ZGRF1_MOUSE",0,"Protein ZGRF1 OS=Mus musculus GN=Zgrf1 PE=1 SV=2","tr|A0A2B4RFC8|A0A2B4RFC8_STYPI",0,"Protein ZGRF1 OS=Stylophora pistillata GN=Zgrf1 PE=4 SV=1","ref|XP_020623014.1|",0,"uncharacterized protein LOC110060561 isoform X2 [Orbicella faveolata]","GO:0016021; GO:0008270","GO:0016491"
"evm.TU.chromosome_12.10",27.1062235069899,1.05073981972202,0.331228885508321,3.17224694370932,0.00151264323543016,0.0317211188648899,"sp|A4QNF3|ROMO1_XENTR",1.98e-29,"Reactive oxygen species modulator 1 OS=Xenopus tropicalis GN=romo1 PE=3 SV=1","tr|A7RLI1|A7RLI1_NEMVE",1.24e-41,"Predicted protein OS=Nematostella vectensis GN=v1g239137 PE=4 SV=1","ref|XP_015758497.1|",1.79e-42,"PREDICTED: reactive oxygen species modulator 1-like [Acropora digitifera]","GO:0016021; GO:0005743; GO:0005739; GO:0034614; GO:0042742; GO:0008284; GO:2000379; GO:0001302","GO:0016021"
"evm.TU.chromosome_1.1509",3.92077155286496,2.36943137051672,0.749454462693961,3.16154147911755,0.00156936465390699,0.0327645506660185,"sp|Q10586|DBP_HUMAN",1.56e-10,"D site-binding protein OS=Homo sapiens GN=DBP PE=1 SV=1","tr|A0A2B4SFZ9|A0A2B4SFZ9_STYPI",1.4e-20,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene7860 PE=4 SV=1","ref|XP_020610338.1|",1.48e-90,"uncharacterized protein LOC110048922 [Orbicella faveolata]","GO:0005634; GO:0000977; GO:0001077; GO:0007623; GO:0001889; GO:0007275; GO:0045944; GO:0006357","GO:0003700"
"evm.TU.chromosome_10.483",8.78446726728024,-1.12207821079275,0.35501578977643,-3.16064311252008,0.00157421250203298,0.0327645506660185,"sp|Q86UV5|UBP48_HUMAN",0,"Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens GN=USP48 PE=1 SV=1","tr|A0A2B4S471|A0A2B4S471_STYPI",0,"Ubiquitin carboxyl-terminal hydrolase 48 OS=Stylophora pistillata GN=Usp48 PE=4 SV=1","ref|XP_022793516.1|",0,"ubiquitin carboxyl-terminal hydrolase 48-like [Stylophora pistillata]","GO:0005829; GO:0005739; GO:0005654; GO:0004843; GO:0016579; GO:0006511","GO:0004843; GO:0016579"
"evm.TU.chromosome_4.361",7.42901782786162,1.74083201152448,0.550858078544313,3.16021871935647,0.00157650744324115,0.0327645506660185,"sp|Q640Z6|NU153_XENLA",4.07e-41,"Nuclear pore complex protein Nup153 OS=Xenopus laevis GN=nup153 PE=1 SV=1","tr|A0A2B4SEU5|A0A2B4SEU5_STYPI",0,"Nuclear pore complex protein Nup153 OS=Stylophora pistillata GN=nup153 PE=4 SV=1","ref|XP_020628754.1|",0,"nuclear pore complex protein Nup153-like isoform X3 [Orbicella faveolata]","GO:0031965; GO:0005643; GO:0003677; GO:0046872; GO:0017056; GO:0051028; GO:0015031","GO:0046872; GO:0017056"
"evm.TU.chromosome_12.2425",339.60236045867,-1.02814273218158,0.325878480150812,-3.15498811614002,0.00160504642944911,0.0329638876671149,NA,NA,NA,"tr|A0A2B4SB50|A0A2B4SB50_STYPI",3.12e-109,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9027 PE=4 SV=1","ref|XP_020616614.1|",3.67e-161,"uncharacterized protein LOC110054605 isoform X1 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_12.671",8.04558184615504,-2.46406473262195,0.781078557816851,-3.15469514296888,0.00160665891508932,0.0329638876671149,NA,NA,NA,"tr|A0A2B4R5F7|A0A2B4R5F7_STYPI",4.98e-128,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene24717 PE=4 SV=1","ref|XP_022778088.1|",6.49e-145,"uncharacterized protein LOC111319606 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_13.1472",20.2297006342977,-0.83360685288319,0.26408702283334,-3.15656121205646,0.00159641376168779,0.0329638876671149,"sp|Q7Z4I7|LIMS2_HUMAN",1.3e-147,"LIM and senescent cell antigen-like-containing domain protein 2 OS=Homo sapiens GN=LIMS2 PE=1 SV=1","tr|A0A2B4S3U0|A0A2B4S3U0_STYPI",0,"LIM and senescent cell antigen-like-containing domain protein 1 OS=Stylophora pistillata GN=Lims1 PE=4 SV=1","gb|PFX23440.1|",0,"LIM and senescent cell antigen-like-containing domain protein 1 [Stylophora pistillata]","GO:0005829; GO:0005925; GO:0005634; GO:0005886; GO:0046872; GO:0034329; GO:0098609; GO:0045216; GO:0043066; GO:2000346; GO:2000178; GO:2001046","GO:0046872"
"evm.TU.chromosome_6.2204",7.65392944775161,5.26879497163633,1.67044841063267,3.1541201381016,0.00160982800196611,0.0329638876671149,NA,NA,NA,"tr|A0A2B4SM87|A0A2B4SM87_STYPI",6.23e-112,"Collagen alpha-1(XXII) chain OS=Stylophora pistillata GN=COL22A1 PE=4 SV=1","ref|XP_020615560.1|",5.11e-161,"uncharacterized protein LOC110053645 [Orbicella faveolata]",NA,"GO:0005581"
"evm.TU.chromosome_7.2718",5.54089504042688,-2.81131212762951,0.890495826608128,-3.1570188692941,0.00159391031724773,0.0329638876671149,"sp|Q9Z0J0|NPC2_MOUSE",4.1e-23,"Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=1 SV=1","tr|A0A2B4SA10|A0A2B4SA10_STYPI",5.36e-37,"Protein NPC2-like OS=Stylophora pistillata GN=Npc2a PE=4 SV=1","ref|XP_020614754.1|",3.56e-51,"epididymal secretory protein E1-like [Orbicella faveolata]","GO:0005783; GO:0005615; GO:0005764; GO:0015485; GO:0017127; GO:0019899; GO:0033344; GO:0042632; GO:0008203; GO:0030301; GO:0032367; GO:0032366; GO:0009615","GO:0016021"
"evm.TU.chromosome_8.1020",1592.66850288807,0.572864382261753,0.18155429081329,3.15533375551495,0.0016031459914433,0.0329638876671149,"sp|Q92005|EF1A_DANRE",0,"Elongation factor 1-alpha OS=Danio rerio GN=eef1a PE=2 SV=1","tr|C3YFS7|C3YFS7_BRAFL",0,"Elongation factor 1-alpha OS=Branchiostoma floridae GN=BRAFLDRAFT_122567 PE=3 SV=1","gb|EEN60732.1|",0,"hypothetical protein BRAFLDRAFT_122567 [Branchiostoma floridae]","GO:0005737; GO:0005622; GO:0005525; GO:0003924; GO:0003746","GO:0005737; GO:0005622; GO:0005525; GO:0003924; GO:0003746"
"evm.TU.chromosome_5.2559",104.388259197308,0.871745616114279,0.276580940342263,3.15186438745748,0.00162231600610852,0.0331237707620839,"sp|Q9Z2U4|ELF4_MOUSE",3.16e-25,"ETS-related transcription factor Elf-4 OS=Mus musculus GN=Elf4 PE=1 SV=2","tr|A0A2B4SFI0|A0A2B4SFI0_STYPI",9.22e-179,"Tetratricopeptide repeat protein 5 OS=Stylophora pistillata GN=TTC5 PE=4 SV=1","ref|XP_022785671.1|",0,"uncharacterized protein LOC111326010 isoform X1 [Stylophora pistillata]","GO:0016604; GO:0005654; GO:0005634; GO:0016605; GO:0000978; GO:0000981; GO:0001077; GO:0030154; GO:0045087; GO:0001787; GO:0001866; GO:0045944; GO:0045893","GO:0005634; GO:0003700; GO:0043565"
"evm.TU.chromosome_6.1041",37.916696450173,0.780993492713526,0.248341198510241,3.14484063618353,0.00166177326059216,0.0338549859449586,"sp|B2RWS6|EP300_MOUSE",0,"Histone acetyltransferase p300 OS=Mus musculus GN=Ep300 PE=1 SV=2","tr|A0A2B4SYW4|A0A2B4SYW4_STYPI",0,"CREB-binding protein OS=Stylophora pistillata GN=CREBBP PE=4 SV=1","ref|XP_020631975.1|",0,"histone acetyltransferase p300-like isoform X2 [Orbicella faveolata]","GO:0005829; GO:0000123; GO:0005654; GO:0005634; GO:0043234; GO:0005667; GO:0016407; GO:0033613; GO:0050681; GO:0008013; GO:0003682; GO:0031490; GO:0001047; GO:0003684; GO:0003677; GO:0004402; GO:0140069; GO:0140068; GO:0004468; GO:0035257; GO:0002039; GO:0140065; GO:0097157; GO:0008022; GO:0061920; GO:0001102; GO:0000978; GO:0001085; GO:0097677; GO:0003713; GO:0008134; GO:0001228; GO:0016746; GO:0008270; GO:0009887; GO:0006915; GO:0030183; GO:0051216; GO:0007049; GO:0034644; GO:0007623; GO:0045444; GO:0007507; GO:0016573; GO:0043969; GO:0043967; GO:0018393; GO:0006475; GO:0042771; GO:0030324; GO:0010742; GO:0035855; GO:0018076; GO:0000122; GO:0140067; GO:0140066; GO:0061921; GO:0030220; GO:0043923; GO:0051091; GO:0010628; GO:0045815; GO:0032092; GO:0045944; GO:0006990; GO:0045893; GO:0006473; GO:0031648; GO:0050821; GO:0060765; GO:0006355; GO:0090043; GO:0043627; GO:0001666; GO:0007519; GO:0001756","GO:0005634; GO:0004402; GO:0003713; GO:0008270; GO:0006355"
"evm.TU.chromosome_3.2023",18.7561793349869,-0.807324222984842,0.256830932294546,-3.14340728265147,0.0016699330941949,0.033888672361415,"sp|Q5ZKV8|KIF2A_CHICK",0,"Kinesin-like protein KIF2A OS=Gallus gallus GN=KIF2A PE=2 SV=2","tr|A0A2B4SNG5|A0A2B4SNG5_STYPI",0,"Kinesin-like protein KIF2A OS=Stylophora pistillata GN=KIF2A PE=4 SV=1","gb|PFX32224.1|",0,"kinesin-like protein KIF2A [Stylophora pistillata]","GO:0005737; GO:0005871; GO:0005874; GO:0005815; GO:0000922; GO:0005524; GO:0016887; GO:0008017; GO:0003777; GO:0030154; GO:0051301; GO:0007018; GO:0007052; GO:0007399","GO:0005874; GO:0005524; GO:0008017; GO:0003777; GO:0007018"
"evm.TU.chromosome_5.1273",23.5954124891513,0.82574584118786,0.262702890469064,3.14326895952102,0.00167072249101486,0.033888672361415,"sp|Q8WXD9|CSKI1_HUMAN",5.88e-57,"Caskin-1 OS=Homo sapiens GN=CASKIN1 PE=1 SV=1","tr|A0A2B4RJY7|A0A2B4RJY7_STYPI",0,"Caskin-1 OS=Stylophora pistillata GN=Caskin1 PE=4 SV=1","ref|XP_020624151.1|",0,"caskin-1-like isoform X2 [Orbicella faveolata]","GO:0005737; GO:0016020; GO:0042802; GO:0007165","GO:0046875; GO:1901187"
"evm.TU.chromosome_14.6636",4.09898121101326,-2.14756837192222,0.68379703676154,-3.14065176721604,0.00168572340452253,0.0340442835391616,"sp|O88576|S6A18_MOUSE",0,"Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Mus musculus GN=Slc6a18 PE=1 SV=1","tr|A0A2B4SR08|A0A2B4SR08_STYPI",0,"Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Stylophora pistillata GN=Slc6a18 PE=4 SV=1","ref|XP_020602852.1|",0,"sodium-dependent neutral amino acid transporter B(0)AT3-like [Orbicella faveolata]","GO:0031526; GO:0005887; GO:0005886; GO:0005328; GO:0005215; GO:0003333","GO:0016021; GO:0005328"
"evm.TU.chromosome_5.2518",24.6989369940664,2.02858189499527,0.645842086229732,3.14098746155989,0.00168379240874084,0.0340442835391616,NA,NA,NA,"tr|A0A2B4R6H1|A0A2B4R6H1_STYPI",5.43e-81,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene24126 PE=4 SV=1","gb|PFX11988.1|",8.42e-81,"hypothetical protein AWC38_SpisGene24126 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_10.943",34.8768162373141,0.929296590213317,0.296003333237878,3.13948015398361,0.00169247878263374,0.0340495930757502,"sp|Q0VA16|WDR70_XENTR",0,"WD repeat-containing protein 70 OS=Xenopus tropicalis GN=wdr70 PE=2 SV=1","tr|A7RL14|A7RL14_NEMVE",0,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g85299 PE=4 SV=1","ref|XP_022793260.1|",0,"WD repeat-containing protein 70-like [Stylophora pistillata]","",""
"evm.TU.chromosome_2.510",9.22292744845845,1.21107539932035,0.38577448662174,3.13933513313917,0.00169331668471438,0.0340495930757502,"sp|Q9UHJ3|SMBT1_HUMAN",2.01e-100,"Scm-like with four MBT domains protein 1 OS=Homo sapiens GN=SFMBT1 PE=1 SV=2","tr|A0A2B4RZ66|A0A2B4RZ66_STYPI",0,"Scm-like with four MBT domains protein 2 OS=Stylophora pistillata GN=SFMBT2 PE=4 SV=1","ref|XP_022796962.1|",0,"scm-like with four MBT domains protein 1 [Stylophora pistillata]","GO:0005654; GO:0005634; GO:0042393; GO:0003714; GO:0030154; GO:0016569; GO:0048635; GO:0045892; GO:0007283; GO:0006351","GO:0005634; GO:0006355"
"evm.TU.chromosome_11.2003",10.1691390334918,-1.28768317057476,0.410566724990745,-3.13635541361464,0.00171061760846183,0.0343231913231326,"sp|Q06852|SLAP1_CLOTH",1.61e-08,"Cell surface glycoprotein 1 OS=Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) GN=olpB PE=3 SV=2","tr|A0A2B4RDE1|A0A2B4RDE1_STYPI",8.6e-58,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene21335 PE=4 SV=1","ref|XP_022807685.1|",2.74e-61,"keratinocyte proline-rich protein-like [Stylophora pistillata]","GO:0005618; GO:0005576; GO:0030115; GO:0030246; GO:0000272",""
"evm.TU.chromosome_11.2037",7.98283100625824,1.46873958191971,0.468739167755275,3.13338351679313,0.00172803491433487,0.0345802265584087,"sp|O95433|AHSA1_HUMAN",1.44e-113,"Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1","tr|A0A2B4SBB5|A0A2B4SBB5_STYPI",0,"Activator of 90 kDa heat shock protein ATPase-like 1 OS=Stylophora pistillata GN=AHSA1 PE=4 SV=1","ref|XP_020623589.1|",0,"activator of 90 kDa heat shock protein ATPase homolog 1-like [Orbicella faveolata]","GO:0005829; GO:0005783; GO:0070062; GO:0001671; GO:0045296; GO:0051087; GO:0006950","GO:0001671; GO:0051087; GO:0006950"
